"","Commune ou ARM","Libellé commune ou ARM","Population en 2015 (princ)"
"38837","75117","Paris 17e Arrondissement","2001.97"
"38838","75117","Paris 17e Arrondissement","2219.73"
"38839","75117","Paris 17e Arrondissement","2064.99"
"38840","75117","Paris 17e Arrondissement","2430.34"
"38841","75117","Paris 17e Arrondissement","2362.97"
"38842","75117","Paris 17e Arrondissement","4069.54"
"38843","75117","Paris 17e Arrondissement","2150.08"
"38844","75117","Paris 17e Arrondissement","2060.33"
"38845","75117","Paris 17e Arrondissement","2917.22"
"38846","75117","Paris 17e Arrondissement","5386.01"
"38847","75117","Paris 17e Arrondissement","2886.09"
"38848","75117","Paris 17e Arrondissement","2116.94"
"38849","75117","Paris 17e Arrondissement","3001.08"
"38850","75117","Paris 17e Arrondissement","3581.47"
"38851","75117","Paris 17e Arrondissement","2796.41"
"38852","75117","Paris 17e Arrondissement","2476.49"
"38853","75117","Paris 17e Arrondissement","2070.69"
"38854","75117","Paris 17e Arrondissement","3511.68"
"38855","75117","Paris 17e Arrondissement","2834.14"
"38856","75117","Paris 17e Arrondissement","2800.22"
"38857","75117","Paris 17e Arrondissement","2306.98"
"38858","75117","Paris 17e Arrondissement","2101.61"
"38859","75117","Paris 17e Arrondissement","2507.75"
"38860","75117","Paris 17e Arrondissement","2229.99"
"38861","75117","Paris 17e Arrondissement","3011.30"
"38862","75117","Paris 17e Arrondissement","2927.93"
"38863","75117","Paris 17e Arrondissement","1987.41"
"38864","75117","Paris 17e Arrondissement","2924.78"
"38865","75117","Paris 17e Arrondissement","1673.43"
"38866","75118","Paris 18e Arrondissement","2304.11"
"38867","75118","Paris 18e Arrondissement","2059.57"
"38868","75118","Paris 18e Arrondissement","2116.69"
"38869","75118","Paris 18e Arrondissement","2938.15"
"38870","75118","Paris 18e Arrondissement","2791.12"
"38871","75118","Paris 18e Arrondissement","3000.64"
"38872","75118","Paris 18e Arrondissement","3685.37"
"38873","75118","Paris 18e Arrondissement","2051.62"
"38874","75118","Paris 18e Arrondissement","1780.50"
"38875","75118","Paris 18e Arrondissement","2538.20"
"38876","75118","Paris 18e Arrondissement","1472.98"
"38877","75118","Paris 18e Arrondissement","2496.91"
"38878","75118","Paris 18e Arrondissement","2152.01"
"38879","75118","Paris 18e Arrondissement","2234.60"
"38880","75118","Paris 18e Arrondissement","1944.69"
"38881","75118","Paris 18e Arrondissement","2779.00"
"38882","75118","Paris 18e Arrondissement","2246.14"
"38883","75118","Paris 18e Arrondissement","3773.39"
"38884","75118","Paris 18e Arrondissement","3796.57"
"38885","75118","Paris 18e Arrondissement","2253.92"
"38886","75118","Paris 18e Arrondissement","2172.90"
"38887","75118","Paris 18e Arrondissement","2487.83"
"38888","75118","Paris 18e Arrondissement","3642.67"
"38889","75118","Paris 18e Arrondissement","3250.43"
"38890","75118","Paris 18e Arrondissement","3089.99"
"38891","75118","Paris 18e Arrondissement","2024.08"
"38892","75118","Paris 18e Arrondissement","2040.40"
"38893","75118","Paris 18e Arrondissement","2211.42"
"38894","75118","Paris 18e Arrondissement","266.76"
"38895","75118","Paris 18e Arrondissement","3618.26"
"38896","75118","Paris 18e Arrondissement","2723.61"
"38897","75118","Paris 18e Arrondissement","2158.04"
"38898","75118","Paris 18e Arrondissement","1857.00"
"38899","75118","Paris 18e Arrondissement","2276.71"
"38900","75118","Paris 18e Arrondissement","2300.30"
"38901","75118","Paris 18e Arrondissement","2112.00"
"38902","75118","Paris 18e Arrondissement","1503.27"
"38903","75118","Paris 18e Arrondissement","3223.36"
"38904","75118","Paris 18e Arrondissement","1790.68"
"38905","75118","Paris 18e Arrondissement","2142.96"
"38906","75118","Paris 18e Arrondissement","2833.30"
"38907","75118","Paris 18e Arrondissement","2704.33"
"38908","75118","Paris 18e Arrondissement","1778.82"
"38909","75118","Paris 18e Arrondissement","2192.92"
"38910","75118","Paris 18e Arrondissement","2393.75"
"38911","75118","Paris 18e Arrondissement","4605.03"
"38912","75118","Paris 18e Arrondissement","2409.33"
"38913","75118","Paris 18e Arrondissement","3204.34"
"38914","75118","Paris 18e Arrondissement","2740.04"
"38915","75118","Paris 18e Arrondissement","3348.67"
"38916","75118","Paris 18e Arrondissement","2894.62"
"38917","75118","Paris 18e Arrondissement","2812.20"
"38918","75118","Paris 18e Arrondissement","2150.72"
"38919","75118","Paris 18e Arrondissement","2451.16"
"38920","75118","Paris 18e Arrondissement","3065.03"
"38921","75118","Paris 18e Arrondissement","2531.31"
"38922","75118","Paris 18e Arrondissement","3324.92"
"38923","75118","Paris 18e Arrondissement","4022.05"
"38924","75118","Paris 18e Arrondissement","1890.55"
"38925","75118","Paris 18e Arrondissement","2526.35"
"38926","75118","Paris 18e Arrondissement","2191.05"
"38927","75118","Paris 18e Arrondissement","2509.84"
"38928","75118","Paris 18e Arrondissement","2560.22"
"38929","75118","Paris 18e Arrondissement","2441.30"
"38930","75118","Paris 18e Arrondissement","2215.59"
"38931","75118","Paris 18e Arrondissement","7348.73"
"38932","75118","Paris 18e Arrondissement","2690.33"
"38933","75118","Paris 18e Arrondissement","2486.47"
"38934","75118","Paris 18e Arrondissement","1830.94"
"38935","75118","Paris 18e Arrondissement","2443.05"
"38936","75118","Paris 18e Arrondissement","3466.41"
"38937","75118","Paris 18e Arrondissement","2682.20"
"38938","75118","Paris 18e Arrondissement","2746.73"
"38939","75118","Paris 18e Arrondissement","3524.96"
"38940","75118","Paris 18e Arrondissement","3253.89"
"38941","75119","Paris 19e Arrondissement","4446.21"
"38942","75119","Paris 19e Arrondissement","2884.25"
"38943","75119","Paris 19e Arrondissement","3686.36"
"38944","75119","Paris 19e Arrondissement","2352.01"
"38945","75119","Paris 19e Arrondissement","3210.49"
"38946","75119","Paris 19e Arrondissement","3085.78"
"38947","75119","Paris 19e Arrondissement","3516.01"
"38948","75119","Paris 19e Arrondissement","3382.83"
"38949","75119","Paris 19e Arrondissement","3589.29"
"38950","75119","Paris 19e Arrondissement","4803.97"
"38951","75119","Paris 19e Arrondissement","2964.01"
"38952","75119","Paris 19e Arrondissement","2191.97"
"38953","75119","Paris 19e Arrondissement","2935.80"
"38954","75119","Paris 19e Arrondissement","2998.05"
"38955","75119","Paris 19e Arrondissement","3194.45"
"38956","75119","Paris 19e Arrondissement","3670.48"
"38957","75119","Paris 19e Arrondissement","1955.86"
"38958","75119","Paris 19e Arrondissement","440.77"
"38959","75119","Paris 19e Arrondissement","0"
"38960","75119","Paris 19e Arrondissement","1449.53"
"38961","75119","Paris 19e Arrondissement","3793.35"
"38962","75119","Paris 19e Arrondissement","2153.82"
"38963","75119","Paris 19e Arrondissement","2521.66"
"38964","75119","Paris 19e Arrondissement","2439.39"
"38965","75119","Paris 19e Arrondissement","5464.91"
"38966","75119","Paris 19e Arrondissement","2066.21"
"38967","75119","Paris 19e Arrondissement","3001.59"
"38968","75119","Paris 19e Arrondissement","2095.99"
"38969","75119","Paris 19e Arrondissement","2698.70"
"38970","75119","Paris 19e Arrondissement","2422.90"
"38971","75119","Paris 19e Arrondissement","254.19"
"38972","75119","Paris 19e Arrondissement","342.06"
"38973","75119","Paris 19e Arrondissement","0"
"38974","75119","Paris 19e Arrondissement","2563.62"
"38975","75119","Paris 19e Arrondissement","2745.31"
"38976","75119","Paris 19e Arrondissement","1978.80"
"38977","75119","Paris 19e Arrondissement","2217.83"
"38978","75119","Paris 19e Arrondissement","1809.85"
"38979","75119","Paris 19e Arrondissement","1929.65"
"38980","75119","Paris 19e Arrondissement","2218.81"
"38981","75119","Paris 19e Arrondissement","2289.62"
"38982","75119","Paris 19e Arrondissement","1919.01"
"38983","75119","Paris 19e Arrondissement","2681.76"
"38984","75119","Paris 19e Arrondissement","1987.06"
"38985","75119","Paris 19e Arrondissement","1415.68"
"38986","75119","Paris 19e Arrondissement","2106.93"
"38987","75119","Paris 19e Arrondissement","3370.33"
"38988","75119","Paris 19e Arrondissement","2566.82"
"38989","75119","Paris 19e Arrondissement","2055.76"
"38990","75119","Paris 19e Arrondissement","3486.47"
"38991","75119","Paris 19e Arrondissement","3450.91"
"38992","75119","Paris 19e Arrondissement","1934.30"
"38993","75119","Paris 19e Arrondissement","3144.82"
"38994","75119","Paris 19e Arrondissement","2645.29"
"38995","75119","Paris 19e Arrondissement","3428.72"
"38996","75119","Paris 19e Arrondissement","1887.35"
"38997","75119","Paris 19e Arrondissement","1774.77"
"38998","75119","Paris 19e Arrondissement","601.94"
"38999","75119","Paris 19e Arrondissement","2541.57"
"39000","75119","Paris 19e Arrondissement","5715.19"
"39001","75119","Paris 19e Arrondissement","2723.26"
"39002","75119","Paris 19e Arrondissement","2594.04"
"39003","75119","Paris 19e Arrondissement","2560.79"
"39004","75119","Paris 19e Arrondissement","1674.50"
"39005","75119","Paris 19e Arrondissement","1850.60"
"39006","75119","Paris 19e Arrondissement","2331.90"
"39007","75119","Paris 19e Arrondissement","3035.67"
"39008","75119","Paris 19e Arrondissement","1511.26"
"39009","75119","Paris 19e Arrondissement","2928.29"
"39010","75119","Paris 19e Arrondissement","2163.58"
"39011","75119","Paris 19e Arrondissement","2945.42"
"39012","75119","Paris 19e Arrondissement","2515.17"
"39013","75119","Paris 19e Arrondissement","2435.77"
"39014","75119","Paris 19e Arrondissement","1902.70"
"39015","75119","Paris 19e Arrondissement","0"
"39016","75120","Paris 20e Arrondissement","2446.91"
"39017","75120","Paris 20e Arrondissement","2683.10"
"39018","75120","Paris 20e Arrondissement","2062.02"
"39019","75120","Paris 20e Arrondissement","2557.52"
"39020","75120","Paris 20e Arrondissement","1897.38"
"39021","75120","Paris 20e Arrondissement","2065.42"
"39022","75120","Paris 20e Arrondissement","2740.06"
"39023","75120","Paris 20e Arrondissement","3248.74"
"39024","75120","Paris 20e Arrondissement","1809.20"
"39025","75120","Paris 20e Arrondissement","2731.82"
"39026","75120","Paris 20e Arrondissement","4231.18"
"39027","75120","Paris 20e Arrondissement","2643.62"
"39028","75120","Paris 20e Arrondissement","2881.27"
"39029","75120","Paris 20e Arrondissement","2787.75"
"39030","75120","Paris 20e Arrondissement","3681.15"
"39031","75120","Paris 20e Arrondissement","3323.41"
"39032","75120","Paris 20e Arrondissement","2017.35"
"39033","75120","Paris 20e Arrondissement","2172.31"
"39034","75120","Paris 20e Arrondissement","3224.76"
"39035","75120","Paris 20e Arrondissement","4379.59"
"39036","75120","Paris 20e Arrondissement","3007.99"
"39037","75120","Paris 20e Arrondissement","3768.68"
"39038","75120","Paris 20e Arrondissement","3542.62"
"39039","75120","Paris 20e Arrondissement","2203.90"
"39040","75120","Paris 20e Arrondissement","1681.51"
"39041","75120","Paris 20e Arrondissement","1771.65"
"39042","75120","Paris 20e Arrondissement","2730.34"
"39043","75120","Paris 20e Arrondissement","1854.14"
"39044","75120","Paris 20e Arrondissement","2884.45"
"39045","75120","Paris 20e Arrondissement","3265.82"
"39046","75120","Paris 20e Arrondissement","3827.85"
"39047","75120","Paris 20e Arrondissement","2386.72"
"39048","75120","Paris 20e Arrondissement","2164.45"
"39049","75120","Paris 20e Arrondissement","2418.46"
"39050","75120","Paris 20e Arrondissement","5255.92"
"39051","75120","Paris 20e Arrondissement","2097.69"
"39052","75120","Paris 20e Arrondissement","2874.54"
"39053","75120","Paris 20e Arrondissement","3635.86"
"39054","75120","Paris 20e Arrondissement","2105.30"
"39055","75120","Paris 20e Arrondissement","3303.21"
"39056","75120","Paris 20e Arrondissement","2645.94"
"39057","75120","Paris 20e Arrondissement","3299.86"
"39058","75120","Paris 20e Arrondissement","1920.58"
"39059","75120","Paris 20e Arrondissement","2327.42"
"39060","75120","Paris 20e Arrondissement","2921.74"
"39061","75120","Paris 20e Arrondissement","2888.69"
"39062","75120","Paris 20e Arrondissement","5.00"
"39063","75120","Paris 20e Arrondissement","2362.16"
"39064","75120","Paris 20e Arrondissement","2006.02"
"39065","75120","Paris 20e Arrondissement","2869.34"
"39066","75120","Paris 20e Arrondissement","1811.26"
"39067","75120","Paris 20e Arrondissement","1957.22"
"39068","75120","Paris 20e Arrondissement","2665.30"
"39069","75120","Paris 20e Arrondissement","3837.12"
"39070","75120","Paris 20e Arrondissement","2661.63"
"39071","75120","Paris 20e Arrondissement","1914.19"
"39072","75120","Paris 20e Arrondissement","2073.61"
"39073","75120","Paris 20e Arrondissement","1833.76"
"39074","75120","Paris 20e Arrondissement","2773.72"
"39075","75120","Paris 20e Arrondissement","2527.62"
"39076","75120","Paris 20e Arrondissement","2306.50"
"39077","75120","Paris 20e Arrondissement","2815.35"
"39078","75120","Paris 20e Arrondissement","2823.41"
"39079","75120","Paris 20e Arrondissement","2479.94"
"39080","75120","Paris 20e Arrondissement","2886.48"
"39081","75120","Paris 20e Arrondissement","4400.21"
"39082","75120","Paris 20e Arrondissement","2770.86"
"39083","75120","Paris 20e Arrondissement","3667.18"
"39084","75120","Paris 20e Arrondissement","1728.78"
"39085","75120","Paris 20e Arrondissement","2246.40"
"39086","75120","Paris 20e Arrondissement","3058.83"
"39087","75120","Paris 20e Arrondissement","2806.74"
"39088","75120","Paris 20e Arrondissement","1897.50"
"39089","76001","Allouville-Bellefosse","1163"
"39090","76002","Alvimare","626.00"
"39091","76004","Ambrumesnil","488.00"
"39092","76005","Amfreville-la-Mi-Voie","3167"
"39093","76006","Amfreville-les-Champs","175.00"
"39094","76007","Anceaumeville","655"
"39095","76008","Ancourt","675"
"39096","76009","Ancourteville-sur-Héricourt","324"
"39097","76010","Ancretiéville-Saint-Victor","398.00"
"39098","76011","Ancretteville-sur-Mer","184"
"39099","76012","Angerville-Bailleul","195"
"39100","76013","Angerville-la-Martel","994"
"39101","76014","Angerville-l'Orcher","1436"
"39102","76015","Angiens","528.00"
"39103","76016","Anglesqueville-la-Bras-Long","115"
"39104","76017","Anglesqueville-l'Esneval","558"
"39105","76018","Val-de-Saâne","1478"
"39106","76019","Anneville-sur-Scie","446"
"39107","76020","Anneville-Ambourville","1204"
"39108","76021","Annouville-Vilmesnil","506.00"
"39109","76022","Anquetierville","351"
"39110","76023","Anvéville","295.00"
"39111","76024","Ardouval","165"
"39112","76025","Argueil","340"
"39113","76026","Arques-la-Bataille","2640.00"
"39114","76028","Aubéguimont","201"
"39115","76029","Aubermesnil-aux-Érables","206.00"
"39116","76030","Aubermesnil-Beaumais","457.00"
"39117","76032","Auberville-la-Manuel","124"
"39118","76033","Auberville-la-Renault","465.00"
"39119","76034","Auffay","1877"
"39120","76035","Aumale","2177"
"39121","76036","Auppegard","731.00"
"39122","76038","Authieux-Ratiéville","407"
"39123","76039","Les Authieux-sur-le-Port-Saint-Ouen","1244"
"39124","76040","Autigny","320"
"39125","76041","Autretot","683.00"
"39126","76042","Auvilliers","111"
"39127","76043","Auzebosc","1107"
"39128","76045","Auzouville-l'Esneval","362.00"
"39129","76046","Auzouville-sur-Ry","712"
"39130","76047","Auzouville-sur-Saâne","153"
"39131","76048","Avesnes-en-Bray","312"
"39132","76049","Avesnes-en-Val","274"
"39133","76050","Avremesnil","1024"
"39134","76051","Bacqueville-en-Caux","1892"
"39135","76052","Bailleul-Neuville","207"
"39136","76053","Baillolet","108"
"39137","76054","Bailly-en-Rivière","526"
"39138","76055","Baons-le-Comte","362.00"
"39139","76056","Bardouville","655.00"
"39140","76057","Barentin","57.20"
"39141","76057","Barentin","2986.65"
"39142","76057","Barentin","3017.28"
"39143","76057","Barentin","3875.24"
"39144","76057","Barentin","2312.63"
"39145","76058","Baromesnil","236"
"39146","76059","Bazinval","413"
"39147","76060","Beaubec-la-Rosière","496"
"39148","76062","Beaumont-le-Hareng","262.00"
"39149","76063","Beauval-en-Caux","492"
"39150","76064","Beaurepaire","494.00"
"39151","76065","Beaussault","412.00"
"39152","76066","Beautot","132"
"39153","76067","Beauvoir-en-Lyons","637"
"39154","76068","Bec-de-Mortagne","687.00"
"39155","76069","Belbeuf","2058"
"39156","76070","Bellencombre","677"
"39157","76071","Bellengreville","473"
"39158","76072","Belleville-en-Caux","676"
"39159","76074","La Bellière","56"
"39160","76075","Belmesnil","462"
"39161","76076","Bénarville","258"
"39162","76077","Bénesville","195"
"39163","76079","Bénouville","174"
"39164","76082","Bernières","664"
"39165","76083","Bertheauville","111"
"39166","76084","Bertreville","118"
"39167","76085","Bertreville-Saint-Ouen","360.00"
"39168","76086","Bertrimont","225.00"
